plate_id,id,run_date,site.x,plot.x,depth_cm.x,rep.x,mass_kg,poxc_mg_kg,site.y,sample.date,plot.y,depth_cm.y,sample_name,rep.y
abs_20251203_plate2,31,20251203,NA,NA,NA,NA,NA,NA,CCNRD,2025,204,15,204CCNRD15,A
abs_20251203_plate2,32,20251203,NA,NA,NA,NA,NA,NA,CCNRD,2025,204,15,204CCNRD15,B
abs_20251203_plate2,33,20251203,NA,NA,NA,NA,NA,NA,CCNRD,2025,205,15,205CCNRD15,A
abs_20251203_plate2,34,20251203,NA,NA,NA,NA,NA,NA,CCNRD,2025,205,15,205CCNRD15,B
abs_20251203_plate2,35,20251203,NA,NA,NA,NA,NA,NA,CCNRD,2025,206,15,206CCNRD15,A
abs_20251203_plate2,353,20251203,NA,NA,NA,NA,NA,NA,Soil Standard,2025,UMNTC,na,SS01,ss
abs_20251203_plate2,36,20251203,NA,NA,NA,NA,NA,NA,CCNRD,2025,206,15,206CCNRD15,B
abs_20251203_plate2,37,20251203,NA,NA,NA,NA,NA,NA,CCNRD,2025,207,15,207CCNRD15,A
abs_20251203_plate2,38,20251203,NA,NA,NA,NA,NA,NA,CCNRD,2025,207,15,207CCNRD15,B
abs_20251203_plate2,39,20251203,NA,NA,NA,NA,NA,NA,CCNRD,2025,208,15,208CCNRD15,A
abs_20251203_plate2,40,20251203,NA,NA,NA,NA,NA,NA,CCNRD,2025,208,15,208CCNRD15,B
abs_20251203_plate2,41,20251203,NA,NA,NA,NA,NA,NA,CCNRD,2025,209,15,209CCNRD15,A
abs_20251203_plate2,42,20251203,NA,NA,NA,NA,NA,NA,CCNRD,2025,209,15,209CCNRD15,B
abs_20251203_plate2,43,20251203,NA,NA,NA,NA,NA,NA,CCNRD,2025,210,15,210CCNRD15,A
abs_20251203_plate2,44,20251203,NA,NA,NA,NA,NA,NA,CCNRD,2025,210,15,210CCNRD15,B
abs_20251203_plate2,45,20251203,NA,NA,NA,NA,NA,NA,CCNRD,2025,211,15,211CCNRD15,A
abs_20251203_plate2,46,20251203,NA,NA,NA,NA,NA,NA,CCNRD,2025,211,15,211CCNRD15,B
abs_20251203_plate2,47,20251203,NA,NA,NA,NA,NA,NA,CCNRD,2025,212,15,212CCNRD15,A
abs_20251203_plate2,48,20251203,NA,NA,NA,NA,NA,NA,CCNRD,2025,212,15,212CCNRD15,B
abs_20251203_plate2,49,20251203,NA,NA,NA,NA,NA,NA,CCNRD,2025,301,15,301CCNRD15,A
abs_20251203_plate2,50,20251203,NA,NA,NA,NA,NA,NA,CCNRD,2025,301,15,301CCNRD15,B
abs_20251212_plate3,354,20251212,soil standard,NA,NA,NA,0.0025346,342.9378640664232,Soil Standard,2025,UMNTC,na,SS02,ss
abs_20251212_plate3,51,20251212,CCNRD,302,15,A,0.0025051,555.8735444090903,CCNRD,2025,302,15,302CCNRD15,A
abs_20251212_plate3,52,20251212,CCNRD,302,15,B,0.0024799,600.2091652227492,CCNRD,2025,302,15,302CCNRD15,B
abs_20251212_plate3,53,20251212,CCNRD,303,15,A,0.0024807,656.2694577037197,CCNRD,2025,303,15,303CCNRD15,A
abs_20251212_plate3,54,20251212,CCNRD,303,15,B,0.0024935,595.1866070265057,CCNRD,2025,303,15,303CCNRD15,B
abs_20251212_plate3,55,20251212,CCNRD,304,15,A,0.0024719000000000004,700.9463752145751,CCNRD,2025,304,15,304CCNRD15,A
abs_20251212_plate3,56,20251212,CCNRD,304,15,B,0.0025329000000000003,622.0840906241745,CCNRD,2025,304,15,304CCNRD15,B
abs_20251212_plate3,57,20251212,CCNRD,305,15,A,0.0025428,578.502081160406,CCNRD,2025,305,15,305CCNRD15,A
abs_20251212_plate3,58,20251212,CCNRD,305,15,B,0.0024676,652.684400577242,CCNRD,2025,305,15,305CCNRD15,B
abs_20251212_plate3,59,20251212,CCNRD,306,15,A,0.0024674999999999996,635.0374811393573,CCNRD,2025,306,15,306CCNRD15,A
abs_20251212_plate3,60,20251212,CCNRD,306,15,B,0.0024956,650.6037584189428,CCNRD,2025,306,15,306CCNRD15,B
abs_20251212_plate3,61,20251212,CCNRD,307,15,A,0.0025158,683.5148391155883,CCNRD,2025,307,15,307CCNRD15,A
abs_20251212_plate3,62,20251212,CCNRD,307,15,B,0.0024885000000000003,634.9357835472274,CCNRD,2025,307,15,307CCNRD15,B
abs_20251212_plate3,63,20251212,CCNRD,308,15,A,0.0025102,712.8360687163802,CCNRD,2025,308,15,308CCNRD15,A
abs_20251212_plate3,64,20251212,CCNRD,308,15,B,0.0024911,702.5462493493332,CCNRD,2025,308,15,308CCNRD15,B
abs_20251212_plate3,65,20251212,CCNRD,309,15,A,0.0024564,701.81873329356,CCNRD,2025,309,15,309CCNRD15,A
abs_20251212_plate3,66,20251212,CCNRD,309,15,B,0.0024751,707.0877789802931,CCNRD,2025,309,15,309CCNRD15,B
abs_20251212_plate3,67,20251212,CCNRD,310,15,A,0.0024642,727.9125086872663,CCNRD,2025,310,15,310CCNRD15,A
abs_20251212_plate3,68,20251212,CCNRD,310,15,B,0.0025150000000000003,773.8980721442524,CCNRD,2025,310,15,310CCNRD15,B
abs_20251212_plate3,69,20251212,CCNRD,311,15,A,0.002534,675.1637031635316,CCNRD,2025,311,15,311CCNRD15,A
abs_20251212_plate3,70,20251212,CCNRD,311,15,B,0.0024954,690.8501789141224,CCNRD,2025,311,15,311CCNRD15,B
abs_20251212_plate3,71,20251212,CCNRD,312,15,A,0.0024785,772.9785442548589,CCNRD,2025,312,15,312CCNRD15,A
abs_20251212_plate3,72,20251212,CCNRD,312,15,B,0.0024876,782.4222750614226,CCNRD,2025,312,15,312CCNRD15,B
abs_20251212_plate3,73,20251212,CCNRD,401,15,A,0.0024886,983.6283999850244,CCNRD,2025,401,15,401CCNRD15,A
abs_20251212_plate3,74,20251212,CCNRD,401,15,B,0.002493,1020.3760645565243,CCNRD,2025,401,15,401CCNRD15,B
abs_20251212_plate3,75,20251212,CCNRD,402,15,A,0.0025071,783.294351363731,CCNRD,2025,402,15,402CCNRD15,A
abs_20251212_plate4,100,20251212,CCNRD,106,30,B,0.0024784,333.1054449877786,CCNRD,2025,106,30,106CCNRD30,B
abs_20251212_plate4,354,20251212,soil standard,NA,NA,NA,0.0025346,308.68991213876154,Soil Standard,2025,UMNTC,na,SS02,ss
abs_20251212_plate4,76,20251212,CCNRD,402,15,B,0.0024817999999999997,638.74559003622,CCNRD,2025,402,15,402CCNRD15,B
abs_20251212_plate4,77,20251212,CCNRD,403,15,A,0.0024925999999999998,639.4413151175688,CCNRD,2025,403,15,403CCNRD15,A
abs_20251212_plate4,78,20251212,CCNRD,403,15,B,0.0024956,619.647391471456,CCNRD,2025,403,15,403CCNRD15,B
abs_20251212_plate4,79,20251212,CCNRD,404,15,A,0.0024995,720.5658024028481,CCNRD,2025,404,15,404CCNRD15,A
abs_20251212_plate4,80,20251212,CCNRD,404,15,B,0.0024947,699.4597404456936,CCNRD,2025,404,15,404CCNRD15,B
abs_20251212_plate4,81,20251212,CCNRD,405,15,A,0.0025065,611.78659688447,CCNRD,2025,405,15,405CCNRD15,A
abs_20251212_plate4,82,20251212,CCNRD,405,15,B,0.0025239,544.2924426296378,CCNRD,2025,405,15,405CCNRD15,B
abs_20251212_plate4,83,20251212,CCNRD,406,15,A,0.0024774,807.138293145889,CCNRD,2025,406,15,406CCNRD15,A
abs_20251212_plate4,84,20251212,CCNRD,406,15,B,0.0024746,759.212710538014,CCNRD,2025,406,15,406CCNRD15,B
abs_20251212_plate4,85,20251212,CCNRD,407,15,A,0.0025052,832.6403379136343,CCNRD,2025,407,15,407CCNRD15,A
abs_20251212_plate4,86,20251212,CCNRD,407,15,B,0.0024821,847.3453156446388,CCNRD,2025,407,15,407CCNRD15,B
abs_20251212_plate4,87,20251212,CCNRD,408,15,A,0.0024962,929.0165955114122,CCNRD,2025,408,15,408CCNRD15,A
abs_20251212_plate4,88,20251212,CCNRD,408,15,B,0.0025356000000000003,855.0009596496951,CCNRD,2025,408,15,408CCNRD15,B
abs_20251212_plate4,89,20251212,CCNRD,101,30,A,0.00254421,748.6196593944104,CCNRD,2025,101,30,101CCNRD30,A
abs_20251212_plate4,90,20251212,CCNRD,101,30,B,0.0024976,733.2112354225989,CCNRD,2025,101,30,101CCNRD30,B
abs_20251212_plate4,91,20251212,CCNRD,102,30,A,0.0024901,296.872562449741,CCNRD,2025,102,30,102CCNRD30,A
abs_20251212_plate4,92,20251212,CCNRD,102,30,B,0.0024781,383.6574299483666,CCNRD,2025,102,30,102CCNRD30,B
abs_20251212_plate4,93,20251212,CCNRD,103,30,A,0.0025099999999999996,187.90089631119696,CCNRD,2025,103,30,103CCNRD30,A
abs_20251212_plate4,94,20251212,CCNRD,103,30,B,0.0025072000000000002,136.46378393773423,CCNRD,2025,103,30,103CCNRD30,B
abs_20251212_plate4,95,20251212,CCNRD,104,30,A,0.0025004,204.15854460759473,CCNRD,2025,104,30,104CCNRD30,A
abs_20251212_plate4,96,20251212,CCNRD,104,30,B,0.0024836,295.9116038818728,CCNRD,2025,104,30,104CCNRD30,B
abs_20251212_plate4,97,20251212,CCNRD,105,30,A,0.0025081,301.6257729661584,CCNRD,2025,105,30,105CCNRD30,A
abs_20251212_plate4,98,20251212,CCNRD,105,30,B,0.0024708,281.72222932058185,CCNRD,2025,105,30,105CCNRD30,B
abs_20251212_plate4,99,20251212,CCNRD,106,30,A,0.0025145,372.95388828387587,CCNRD,2025,106,30,106CCNRD30,A
abs_20251212_plate5,101,20251212,CCNRD,107,30,A,0.0025303,435.5326292319883,CCNRD,2025,107,30,107CCNRD30,A
abs_20251212_plate5,102,20251212,CCNRD,107,30,B,0.0024725000000000003,464.88759677638416,CCNRD,2025,107,30,107CCNRD30,B
abs_20251212_plate5,103,20251212,CCNRD,108,30,A,0.0025285999999999998,486.3010163006272,CCNRD,2025,108,30,108CCNRD30,A
abs_20251212_plate5,104,20251212,CCNRD,108,30,B,0.0024769,646.6221616533633,CCNRD,2025,108,30,108CCNRD30,B
abs_20251212_plate5,105,20251212,CCNRD,109,30,A,0.0024961000000000002,422.5078484282638,CCNRD,2025,109,30,109CCNRD30,A
abs_20251212_plate5,106,20251212,CCNRD,109,30,B,0.0024921,271.0047230008858,CCNRD,2025,109,30,109CCNRD30,B
abs_20251212_plate5,107,20251212,CCNRD,110,30,A,0.002527,336.52939435951106,CCNRD,2025,110,30,110CCNRD30,A
abs_20251212_plate5,108,20251212,CCNRD,110,30,B,0.0025084,373.91533815359304,CCNRD,2025,110,30,110CCNRD30,B
abs_20251212_plate5,109,20251212,CCNRD,111,30,A,0.0025227,455.63665240797957,CCNRD,2025,111,30,111CCNRD30,A
abs_20251212_plate5,110,20251212,CCNRD,111,30,B,0.0024851,543.2376966721661,CCNRD,2025,111,30,111CCNRD30,B
abs_20251212_plate5,111,20251212,CCNRD,112,30,A,0.0025323000000000003,425.10828264079555,CCNRD,2025,112,30,112CCNRD30,A
abs_20251212_plate5,112,20251212,CCNRD,112,30,B,0.0025078,334.74353924225835,CCNRD,2025,112,30,112CCNRD30,B
abs_20251212_plate5,113,20251212,CCNRD,201,30,A,0.0025280999999999997,368.1167463053837,CCNRD,2025,201,30,201CCNRD30,A
abs_20251212_plate5,114,20251212,CCNRD,201,30,B,0.0024902,477.69161771090194,CCNRD,2025,201,30,201CCNRD30,B
abs_20251212_plate5,115,20251212,CCNRD,202,30,A,0.0025082,397.2073747480788,CCNRD,2025,202,30,202CCNRD30,A
abs_20251212_plate5,116,20251212,CCNRD,202,30,B,0.0024912000000000003,351.6121897723577,CCNRD,2025,202,30,202CCNRD30,B
abs_20251212_plate5,117,20251212,CCNRD,203,30,A,0.0025195,517.0048139377217,CCNRD,2025,203,30,203CCNRD30,A
abs_20251212_plate5,118,20251212,CCNRD,203,30,B,0.0024865,506.267404535329,CCNRD,2025,203,30,203CCNRD30,B
abs_20251212_plate5,119,20251212,CCNRD,204,30,A,0.0024918999999999996,481.75592851175287,CCNRD,2025,204,30,204CCNRD30,A
abs_20251212_plate5,120,20251212,CCNRD,204,30,B,0.0025058,516.92087988916,CCNRD,2025,204,30,204CCNRD30,B
abs_20251212_plate5,121,20251212,CCNRD,205,30,A,0.0024893000000000003,357.740273547006,CCNRD,2025,205,30,205CCNRD30,A
abs_20251212_plate5,122,20251212,CCNRD,205,30,B,0.0025049,355.51234098788854,CCNRD,2025,205,30,205CCNRD30,B
abs_20251212_plate5,123,20251212,CCNRD,206,30,A,0.0025169000000000003,316.1468951379638,CCNRD,2025,206,30,206CCNRD30,A
abs_20251212_plate5,124,20251212,CCNRD,206,30,B,0.0025306,396.57347081046515,CCNRD,2025,206,30,206CCNRD30,B
abs_20251212_plate5,125,20251212,CCNRD,207,30,A,0.0025222,552.5968310756459,CCNRD,2025,207,30,207CCNRD30,A
abs_20251212_plate5,354,20251212,soil standard,NA,NA,NA,0.0025346,437.67123003058947,Soil Standard,2025,UMNTC,na,SS02,ss
abs_20251218_plate6,126,20251218,CCNRD,207,30,B,0.0024805,323.00137663338995,CCNRD,2025,207,30,207CCNRD30,B
abs_20251218_plate6,127,20251218,CCNRD,208,30,A,0.0025136,521.6117312487496,CCNRD,2025,208,30,208CCNRD30,A
abs_20251218_plate6,128,20251218,CCNRD,208,30,B,0.0024855999999999997,379.0819744776668,CCNRD,2025,208,30,208CCNRD30,B
abs_20251218_plate6,129,20251218,CCNRD,209,30,A,0.002484,514.7243433854036,CCNRD,2025,209,30,209CCNRD30,A
abs_20251218_plate6,130,20251218,CCNRD,209,30,B,0.0025161,479.4111630775046,CCNRD,2025,209,30,209CCNRD30,B
abs_20251218_plate6,131,20251218,CCNRD,210,30,A,0.0025233,466.5774544442976,CCNRD,2025,210,30,210CCNRD30,A
abs_20251218_plate6,132,20251218,CCNRD,210,30,B,0.0025099,520.9398006252662,CCNRD,2025,210,30,210CCNRD30,B
abs_20251218_plate6,133,20251218,CCNRD,211,30,A,0.0025106,369.545282980834,CCNRD,2025,211,30,211CCNRD30,A
abs_20251218_plate6,134,20251218,CCNRD,211,30,B,0.0025,389.91765378368126,CCNRD,2025,211,30,211CCNRD30,B
abs_20251218_plate6,135,20251218,CCNRD,212,30,A,0.0024906999999999998,363.78597783220454,CCNRD,2025,212,30,212CCNRD30,A
abs_20251218_plate6,136,20251218,CCNRD,212,30,B,0.0025271,327.0626446447056,CCNRD,2025,212,30,212CCNRD30,B
abs_20251218_plate6,137,20251218,CCNRD,301,30,A,0.0024916,379.62056423149403,CCNRD,2025,301,30,301CCNRD30,A
abs_20251218_plate6,138,20251218,CCNRD,301,30,B,0.0025042,257.8459809146845,CCNRD,2025,301,30,301CCNRD30,B
abs_20251218_plate6,139,20251218,CCNRD,302,30,A,0.0025196,218.95158413696996,CCNRD,2025,302,30,302CCNRD30,A
abs_20251218_plate6,140,20251218,CCNRD,302,30,B,0.0025134,233.88033427489708,CCNRD,2025,302,30,302CCNRD30,B
abs_20251218_plate6,141,20251218,CCNRD,303,30,A,0.0025255,324.4059097709889,CCNRD,2025,303,30,303CCNRD30,A
abs_20251218_plate6,142,20251218,CCNRD,303,30,B,0.0024700000000000004,365.3705639308382,CCNRD,2025,303,30,303CCNRD30,B
abs_20251218_plate6,143,20251218,CCNRD,304,30,A,0.0025368,94.8661276909366,CCNRD,2025,304,30,304CCNRD30,A
abs_20251218_plate6,144,20251218,CCNRD,304,30,B,0.0025072000000000002,196.95570283642442,CCNRD,2025,304,30,304CCNRD30,B
abs_20251218_plate6,145,20251218,CCNRD,305,30,A,0.0025097,304.8334438236074,CCNRD,2025,305,30,305CCNRD30,A
abs_20251218_plate6,146,20251218,CCNRD,305,30,B,0.0024725000000000003,321.12114482674235,CCNRD,2025,305,30,305CCNRD30,B
abs_20251218_plate6,147,20251218,CCNRD,306,30,A,0.0024781,349.582693246501,CCNRD,2025,306,30,306CCNRD30,A
abs_20251218_plate6,148,20251218,CCNRD,306,30,B,0.0025275,379.95187582559726,CCNRD,2025,306,30,306CCNRD30,B
abs_20251218_plate6,149,20251218,CCNRD,307,30,A,0.0025055,370.29750047961767,CCNRD,2025,307,30,307CCNRD30,A
abs_20251218_plate6,150,20251218,CCNRD,307,30,B,0.0024966,362.92627372693755,CCNRD,2025,307,30,307CCNRD30,B
abs_20251218_plate6,356,20251218,soil standard,NA,NA,NA,0.0024974,598.8475188673989,Soil Standard,2025,UMNTC,na,SS04,ss
abs_20251218_plate7,151,20251218,CCNRD,308,30,A,0.0024808,322.96231648626394,CCNRD,2025,308,30,308CCNRD30,A
abs_20251218_plate7,152,20251218,CCNRD,308,30,B,0.0025259,519.0717160880704,CCNRD,2025,308,30,308CCNRD30,B
abs_20251218_plate7,153,20251218,CCNRD,309,30,A,0.0025423,370.62744591971386,CCNRD,2025,309,30,309CCNRD30,A
abs_20251218_plate7,154,20251218,CCNRD,309,30,B,0.0024718,517.2648551538726,CCNRD,2025,309,30,309CCNRD30,B
abs_20251218_plate7,155,20251218,CCNRD,310,30,A,0.0024852,485.37197304816897,CCNRD,2025,310,30,310CCNRD30,A
abs_20251218_plate7,156,20251218,CCNRD,310,30,B,0.0025316,465.0477527252709,CCNRD,2025,310,30,310CCNRD30,B
abs_20251218_plate7,157,20251218,CCNRD,311,30,A,0.0025118000000000002,520.54574631314415,CCNRD,2025,311,30,311CCNRD30,A
abs_20251218_plate7,158,20251218,CCNRD,311,30,B,0.0024746,374.9213559571978,CCNRD,2025,311,30,311CCNRD30,B
abs_20251218_plate7,159,20251218,CCNRD,312,30,A,0.0025326,384.89857634810204,CCNRD,2025,312,30,312CCNRD30,A
abs_20251218_plate7,160,20251218,CCNRD,312,30,B,0.0024986,362.63577002588323,CCNRD,2025,312,30,312CCNRD30,B
abs_20251218_plate7,161,20251218,CCNRD,401,30,A,0.0025015999999999997,330.396549920705,CCNRD,2025,401,30,401CCNRD30,A
abs_20251218_plate7,162,20251218,CCNRD,401,30,B,0.0025261999999999997,374.42110594536877,CCNRD,2025,401,30,401CCNRD30,B
abs_20251218_plate7,163,20251218,CCNRD,402,30,A,0.0025307,255.14596965525465,CCNRD,2025,402,30,402CCNRD30,A
abs_20251218_plate7,164,20251218,CCNRD,402,30,B,0.002502,220.49177113969205,CCNRD,2025,402,30,402CCNRD30,B
abs_20251218_plate7,165,20251218,CCNRD,403,30,A,0.0024846,236.5913354932489,CCNRD,2025,403,30,403CCNRD30,A
abs_20251218_plate7,166,20251218,CCNRD,403,30,B,0.0024944999999999998,328.43741235784023,CCNRD,2025,403,30,403CCNRD30,B
abs_20251218_plate7,167,20251218,CCNRD,404,30,A,0.0024846,363.22357438186043,CCNRD,2025,404,30,404CCNRD30,A
abs_20251218_plate7,168,20251218,CCNRD,404,30,B,0.0025243,95.3358922181864,CCNRD,2025,404,30,404CCNRD30,B
abs_20251218_plate7,169,20251218,CCNRD,405,30,A,0.0024887999999999998,198.4118202151573,CCNRD,2025,405,30,405CCNRD30,A
abs_20251218_plate7,170,20251218,CCNRD,405,30,B,0.0025372,301.5294395255035,CCNRD,2025,405,30,405CCNRD30,B
abs_20251218_plate7,171,20251218,CCNRD,406,30,A,0.0024981,317.83036330976364,CCNRD,2025,406,30,406CCNRD30,A
abs_20251218_plate7,172,20251218,CCNRD,406,30,B,0.0024949,347.2286953922619,CCNRD,2025,406,30,406CCNRD30,B
abs_20251218_plate7,173,20251218,CCNRD,407,30,A,0.0025276,379.93684370517366,CCNRD,2025,407,30,407CCNRD30,A
abs_20251218_plate7,174,20251218,CCNRD,407,30,B,0.0025325,366.34961005002253,CCNRD,2025,407,30,407CCNRD30,B
abs_20251218_plate7,175,20251218,CCNRD,408,30,A,0.0024987,362.62125704833403,CCNRD,2025,408,30,408CCNRD30,A
abs_20251218_plate7,355,20251218,soil standard,NA,NA,NA,0.0025242,592.4894198634981,Soil Standard,2025,UMNTC,na,SS03,ss
abs_20251218_plate8,176,20251218,CCNRD,408,30,B,0.0025096,539.2411238782618,CCNRD,2025,408,30,408CCNRD30,B
abs_20251218_plate8,177,20251218,CCNRD,101,60,A,0.0024943,208.58770209038553,CCNRD,2025,101,60,101CCNRD60,A
abs_20251218_plate8,178,20251218,CCNRD,101,60,B,0.0024892,199.79255741999538,CCNRD,2025,101,60,101CCNRD60,B
abs_20251218_plate8,179,20251218,CCNRD,102,60,A,0.0025255,77.45293261548795,CCNRD,2025,102,60,102CCNRD60,A
abs_20251218_plate8,180,20251218,CCNRD,102,60,B,0.0025034999999999996,82.06349301980059,CCNRD,2025,102,60,102CCNRD60,B
abs_20251218_plate8,181,20251218,CCNRD,103,60,A,0.0025139,56.93742374885717,CCNRD,2025,103,60,103CCNRD60,A
abs_20251218_plate8,182,20251218,CCNRD,103,60,B,0.0024831,80.0962127201079,CCNRD,2025,103,60,103CCNRD60,B
abs_20251218_plate8,183,20251218,CCNRD,104,60,A,0.0025169000000000003,42.53654107374736,CCNRD,2025,104,60,104CCNRD60,A
abs_20251218_plate8,184,20251218,CCNRD,104,60,B,0.0025407999999999997,62.78833910055004,CCNRD,2025,104,60,104CCNRD60,B
abs_20251218_plate8,185,20251218,CCNRD,105,60,A,0.0025005,37.56933504858002,CCNRD,2025,105,60,105CCNRD60,A
abs_20251218_plate8,186,20251218,CCNRD,105,60,B,0.0024916,66.66064414691297,CCNRD,2025,105,60,105CCNRD60,B
abs_20251218_plate8,187,20251218,CCNRD,106,60,A,0.0024764,73.69135978875563,CCNRD,2025,106,60,106CCNRD60,A
abs_20251218_plate8,188,20251218,CCNRD,106,60,B,0.0025068,335.75622500510474,CCNRD,2025,106,60,106CCNRD60,B
abs_20251218_plate8,189,20251218,CCNRD,107,60,A,0.0025266000000000004,120.25318187351621,CCNRD,2025,107,60,107CCNRD60,A
abs_20251218_plate8,190,20251218,CCNRD,107,60,B,0.0025,108.41457778910981,CCNRD,2025,107,60,107CCNRD60,B
abs_20251218_plate8,191,20251218,CCNRD,108,60,A,0.0024899,252.42162871009253,CCNRD,2025,108,60,108CCNRD60,A
abs_20251218_plate8,192,20251218,CCNRD,108,60,B,0.0024874,234.21696170172345,CCNRD,2025,108,60,108CCNRD60,B
abs_20251218_plate8,193,20251218,CCNRD,109,60,A,0.0025202,52.89120550257763,CCNRD,2025,109,60,109CCNRD60,A
abs_20251218_plate8,194,20251218,CCNRD,109,60,B,0.0025129,207.04377624419917,CCNRD,2025,109,60,109CCNRD60,B
abs_20251218_plate8,195,20251218,CCNRD,110,60,A,0.0025139999999999997,98.6793051227437,CCNRD,2025,110,60,110CCNRD60,A
abs_20251218_plate8,196,20251218,CCNRD,110,60,B,0.0025125,94.82236800952134,CCNRD,2025,110,60,110CCNRD60,B
abs_20251218_plate8,197,20251218,CCNRD,111,60,A,0.0025028000000000003,108.29328930508811,CCNRD,2025,111,60,111CCNRD60,A
abs_20251218_plate8,198,20251218,CCNRD,111,60,B,0.0025207000000000003,97.11597913027855,CCNRD,2025,111,60,111CCNRD60,B
abs_20251218_plate8,199,20251218,CCNRD,112,60,A,0.0024901,77.23700125919832,CCNRD,2025,112,60,112CCNRD60,A
abs_20251218_plate8,200,20251218,CCNRD,112,60,B,0.0024974,79.63758541094737,CCNRD,2025,112,60,112CCNRD60,B
abs_20251218_plate8,355,20251218,soil standard,NA,NA,NA,0.0025242,512.7359495115096,Soil Standard,2025,UMNTC,na,SS03,ss
abs_20251219_plate10,226,20251219,CCNRD,301,60,B,0.0024783,588.2576189373727,CCNRD,2025,301,60,301CCNRD60,B
abs_20251219_plate10,227,20251219,CCNRD,302,60,A,0.0025265,538.5457920637715,CCNRD,2025,302,60,302CCNRD60,A
abs_20251219_plate10,228,20251219,CCNRD,302,60,B,0.0025072000000000002,469.9686826311409,CCNRD,2025,302,60,302CCNRD60,B
abs_20251219_plate10,229,20251219,CCNRD,303,60,A,0.0024887,387.9883505888296,CCNRD,2025,303,60,303CCNRD60,A
abs_20251219_plate10,230,20251219,CCNRD,303,60,B,0.0025158999999999997,339.1031000969916,CCNRD,2025,303,60,303CCNRD60,B
