"pause","study","plot","depth.cm","soilmass","cup_label","sample.id","mL_water","start","end","ppm.approx","readtime","readdate","temp1_C","temp2_C","NOTES","time","ppm","line","ppm.corr","days","ugC.L","ugC.g.day"
17,"CCNRD","310","15",10.0156,"119b","310CCNRD15","2.43",2025-12-17 10:00:00,2025-12-17 10:02:00,5103,"10:03",11042025,26,26,"","10:03:00",4631.77,2387,3910.71548611111,1.00002314814815,1918.14628849492,178.488653660794
18,"CCNRD","310","15",10.0395,"119c","310CCNRD15","2.43",2025-12-17 10:02:00,2025-12-17 10:04:00,5610,"10:05",11042025,26,26,"","10:05:01",5072.17666666667,2527,4351.12215277778,1.00002314814815,2134.15904015002,198.116458387407
19,"CCNRD","311","15",10.0125,"120a","311CCNRD15","2.43",2025-12-17 10:04:00,2025-12-17 10:06:00,4913,"10:07",11042025,26,26,"","10:07:04",5011.92333333333,2699,4290.86881944444,1.00002314814815,2104.60569930657,195.899835993557
20,"CCNRD","311","15",10.0218,"120b","311CCNRD15","2.43",2025-12-17 10:06:00,2025-12-17 10:08:00,4913,"10:09",11042025,26,26,"","10:09:02",5066.67333333333,2846,4345.61881944444,1.00002314814815,2131.45973910264,198.215339922747
21,"CCNRD","311","15",10.0292,"120c","311CCNRD15","2.43",2025-12-17 10:08:00,2025-12-17 10:10:00,856,"10:11",11042025,26,26,"bad lid","10:11:02",724.291166666667,3002,3.23665277777775,1.00002314814815,1.58752881279402,0.147523491888946
22,"CCNRD","312","15",10.0021,"121a","312CCNRD15","2.43",2025-12-17 10:10:00,2025-12-17 10:12:00,2083,"10:13",11042025,26,26,"","10:13:02",2301.42166666667,3151,1580.36715277778,1.00002314814815,775.145980147595,72.2267654620393
23,"CCNRD","312","15",10.0293,"121b","312CCNRD15","2.43",2025-12-17 10:12:00,2025-12-17 10:14:00,4071,"10:15",11042025,26,26,"","10:15:04",3889.49166666667,3310,3168.43715277778,1.00002314814815,1554.07008935178,144.412849992395
24,"CCNRD","312","15",9.9952,"121c","312CCNRD15","2.43",2025-12-17 10:14:00,2025-12-17 10:16:00,4377,"10:17",11042025,26,26,"","10:17:04",4074.56833333333,3470,3353.51381944444,1.00002314814815,1644.84737103194,153.369843981528
25,"CCNRD","401","15",10.0031,"122a","401CCNRD15","2.43",2025-12-17 10:16:00,2025-12-17 10:18:00,5288,"10:19",11042025,26,26,"","10:19:06",5101.92,3640,4380.86548611111,1.00002314814815,2148.74769141944,200.196588281045
26,"CCNRD","401","15",10.0134,"122b","401CCNRD15","2.43",2025-12-17 10:18:00,2025-12-17 10:20:00,6198,"10:21",11042025,26,26,"","10:21:05",5938.06166666667,3786,5217.00715277778,1.00002314814815,2558.86242368996,238.161321336353
27,"CCNRD","401","15",10.0011,"122c","401CCNRD15","2.43",2025-12-17 10:20:00,2025-12-17 10:22:00,4053,"10:23",11042025,26,26,"maybe bad lid, looked like a straight line but lid had tape on it","10:23:12",4052.72166666667,3956,3331.66715277778,1.00002314814815,1634.13191429993,152.280818116071
28,"CCNRD","402","15",10,"123a","402CCNRD15","2.43",2025-12-17 10:22:00,2025-12-17 10:24:00,4895,"10:25",11042025,26,26,"","10:25:07",5028.33166666667,4122,4307.27715277778,1.00002314814815,2112.65373649964,196.89477049245
29,"CCNRD","402","15",10.0309,"123b","402CCNRD15","2.43",2025-12-17 10:24:00,2025-12-17 10:26:00,4572,"10:27",11042025,26,26,"","10:27:02",4465.92333333333,4258,3744.86881944444,1.00002314814815,1836.80102846367,170.658558271339
30,"CCNRD","402","15",9.9951,"123c","402CCNRD15","2.43",2025-12-17 10:26:00,2025-12-17 10:28:00,5815,"10:29",11042025,26,26,"","10:29:02",5321.28,4429,4600.22548611111,1.00002314814815,2256.34042511193,210.389150571344
31,"blank","blank","blank",NA,"blank","blank","blank",2025-12-17 10:28:00,2025-12-17 10:30:00,913,"10:31",11042025,26,26,"","10:31:03",717.153166666667,4587,-3.90134722222217,1.00002314814815,-1.91355129796901,NA
32,"blank","blank","blank",NA,"blank","blank","blank",2025-12-17 10:30:00,2025-12-17 10:32:00,836,"10:33",11042025,26,26,"pause issues?","10:33:50",696.628333333333,4831,-24.4261805555556,1.00002314814815,-11.980668944377,NA
33,"blank","blank","blank",NA,"blank","blank","blank",2025-12-17 10:32:00,2025-12-17 10:34:00,913,"10:35",11042025,26,26,"","10:35:05",698.795666666667,4973,-22.2588472222222,1.00002314814815,-10.9176250067576,NA
34,"CCNRD","403","15",9.9985,"124a","403CCNRD15","2.43",2025-12-17 10:34:00,2025-12-17 10:36:00,4895,"10:37",11042025,26,26,"","10:37:04",4752.28833333333,5131,4031.23381944445,1.00002314814815,1977.25869250383,184.30389007106
35,"CCNRD","403","15",10.0112,"124b","403CCNRD15","2.43",2025-12-17 10:36:00,2025-12-17 10:38:00,4589,"10:39",11042025,26,26,"","10:39:01",4394.63333333333,5291,3673.57881944444,1.00002314814815,1801.8343709831,167.739208261535
36,"CCNRD","403","15",10.0023,"124c","403CCNRD15","2.43",2025-12-17 10:38:00,2025-12-17 10:40:00,5432,"10:41",11042025,26,26,"","10:41:02",5010.46666666667,5464,4289.41215277778,1.00002314814815,2103.89122652783,196.033035868693
37,"CCNRD","404","15",10.0279,"125a","404CCNRD15","2.43",2025-12-17 10:40:00,2025-12-17 10:42:00,5815,"10:43",11042025,26,26,"","10:43:00",5654.02,5615,4932.96548611111,1.00002314814815,2419.54431920766,224.868926423425
38,"CCNRD","404","15",10.0002,"125b","404CCNRD15","2.43",2025-12-17 10:42:00,2025-12-17 10:44:00,5432,"10:45",11042025,26,26,"","10:45:00",5382.64333333333,5756,4661.58881944444,1.00002314814815,2286.43820402247,213.086846213434
39,"CCNRD","404","15",10.0041,"125c","404CCNRD15","2.43",2025-12-17 10:44:00,2025-12-17 10:46:00,5202,"10:47",11042025,26,26,"","10:47:02",4820.27166666667,5917,4099.21715277778,1.00002314814815,2010.60348042716,187.30711086992
40,"CCNRD","405","15",9.9925,"126a","405CCNRD15","2.43",2025-12-17 10:46:00,2025-12-17 10:48:00,4895,"10:49",11042025,26,26,"","10:49:05",4337.555,6079,3616.50048611111,1.00002314814815,1773.83831920546,165.44198603613
41,"CCNRD","405","15",9.9954,"126b","405CCNRD15","2.43",2025-12-17 10:48:00,2025-12-17 10:50:00,4661,"10:51",11042025,26,26,"","10:51:02",4261.75833333333,6206,3540.70381944444,1.00002314814815,1736.66121047349,161.927564896949
42,"CCNRD","405","15",10.0054,"126c","405CCNRD15","2.43",2025-12-17 10:50:00,2025-12-17 10:52:00,4206,"10:53",11042025,26,26,"","10:53:00",3727.675,6376,3006.62048611111,1.00002314814815,1474.70148284343,137.36481974009
43,"CCNRD","406","15",10.0211,"127a","406CCNRD15","2.43",2025-12-17 10:52:00,2025-12-17 10:54:00,5278,"10:55",11042025,26,26,"","10:55:02",4966.05666666667,6538,4245.00215277778,1.00002314814815,2082.10879899645,193.63946893405
44,"CCNRD","406","15",10.0189,"127b","406CCNRD15","2.43",2025-12-17 10:54:00,2025-12-17 10:56:00,7663,"10:57",11042025,26,26,"","10:57:00",7506.76,6693,6785.70548611111,1.00002314814815,3328.28502590633,309.603832869788
45,"CCNRD","406","15",10.0248,"127c","406CCNRD15","2.43",2025-12-17 10:56:00,2025-12-17 10:58:00,7408,"10:59",11042025,26,26,"","10:59:00",6818.32833333333,6848,6097.27381944444,1.00002314814815,2990.61979533949,278.029799187704
46,"CCNRD","407","15",9.9992,"128a","407CCNRD15","2.43",2025-12-17 10:58:00,2025-12-17 11:00:00,4694,"11:01",11042025,26,26,"","11:01:02",3992,7016,3270.94548611111,1.00002314814815,1604.34886310085,149.533815592244
47,"CCNRD","407","15",9.9958,"128b","407CCNRD15","2.43",2025-12-17 11:00:00,2025-12-17 11:02:00,5627,"11:03",11042025,26,26,"","11:03:00",5072.09833333333,7180,4351.04381944444,1.00002314814815,2134.12061884498,198.979008798992
48,"CCNRD","407","15",10.0081,"128c","407CCNRD15","2.43",2025-12-17 11:02:00,2025-12-17 11:04:00,4779,"11:05",11042025,26,26,"","11:05:00",4225.43833333333,7354,3504.38381944444,1.00002314814815,1718.84680453024,160.063162853316
49,"CCNRD","408","15",9.9919,"129a","408CCNRD15","2.43",2025-12-17 11:04:00,2025-12-17 11:06:00,6306,"11:07",11042025,26,26,"","11:07:00",5781.675,7508,5060.62048611111,1.00002314814815,2482.15714934768,231.51922198875
50,"CCNRD","408","15",10.0153,"129b","408CCNRD15","2.43",2025-12-17 11:06:00,2025-12-17 11:08:00,6051,"11:09",11042025,26,26,"","11:09:00",5711.08666666667,7670,4990.03215277778,1.00002314814815,2447.53464866328,227.756481631368
51,"CCNRD","408","15",10.0327,"129c","408CCNRD15","2.43",2025-12-17 11:08:00,2025-12-17 11:10:00,6306,"11:11",11042025,26,26,"","11:11:00",5866.39833333333,7819,5145.34381944444,1.00002314814815,2523.71265190454,234.437962469888
52,"CCNRD","101","30",10.0043,"084A","101CCNRD30","2.04",2025-12-17 11:10:00,2025-12-17 11:12:00,2105,"11:13",11042025,26,26,"pippetted the wrong amount","11:13:20",1829.12833333333,8035,1108.07381944444,1.00002314814815,543.493304919334,50.6306323372364
53,"CCNRD","101","30",10.0186,"084B","101CCNRD30","2.04",2025-12-17 11:12:00,2025-12-17 11:14:00,1621,"11:15",11042025,26,26,"","11:15:03",1550.66666666667,8177,829.612152777778,1.00002314814815,406.912105314879,37.8529239219824
54,"CCNRD","101","30",9.9843,"084C","101CCNRD30","2.04",2025-12-17 11:14:00,2025-12-17 11:16:00,2108,"11:17",11042025,26,26,"","11:17:00",1905.07666666667,8356,1184.02215277778,1.00002314814815,580.74480383765,54.2092713996265
55,"CCNRD","102","30",9.9755,"130A","102CCNRD30","2.04",2025-12-17 11:16:00,2025-12-17 11:18:00,2319,"11:19",11042025,26,26,"","11:19:01",2387.895,8511,1666.84048611111,1.00002314814815,817.55983100844,76.3819482544025
56,"CCNRD","102","30",9.9925,"130B","102CCNRD30","2.04",2025-12-17 11:18:00,2025-12-17 11:20:00,2277,"11:21",11042025,26,26,"","11:21:01",2260.725,8656,1539.67048611111,1.00002314814815,755.184885969811,70.4344279896247
57,"CCNRD","102","30",9.9956,"130C","102CCNRD30","2.04",2025-12-17 11:20:00,2025-12-17 11:22:00,1429,"11:23",11042025,26,26,"","11:23:00",1543.015,8810,821.960486111111,1.00002314814815,403.159079540032,37.5900960971625
58,"CCNRD","103","30",10.0483,"131A","103CCNRD30","2.04",2025-12-17 11:22:00,2025-12-17 11:24:00,2702,"11:25",11042025,26,26,"","11:25:00",2559.72166666667,8968,1838.66715277778,1.00002314814815,901.838189815583,83.6453665828629
59,"CCNRD","103","30",9.9918,"131B","103CCNRD30","2.04",2025-12-17 11:24:00,2025-12-17 11:26:00,2895,"11:27",11042025,26,26,"","11:27:00",2706.39666666667,9120,1985.34215277778,1.00002314814815,973.780039808042,90.8286784347844
60,"CCNRD","103","30",9.9549,"131C","103CCNRD30","2.04",2025-12-17 11:26:00,2025-12-17 11:28:00,2822,"11:29",11042025,26,26,"","11:29:00",2543.72333333333,9277,1822.66881944444,1.00002314814815,893.991251368022,83.6955227765187
61,"CCNRD","104","30",10.0321,"132A","104CCNRD30","2.04",2025-12-17 11:28:00,2025-12-17 11:30:00,1543,"11:31",11042025,26,26,"","11:31:00",1399.95833333333,9432,678.903819444444,1.00002314814815,332.991966850381,30.9348321166544
62,"CCNRD","104","30",10.0422,"132B","104CCNRD30","2.04",2025-12-17 11:30:00,2025-12-17 11:32:00,2396,"11:33",11042025,26,26,"","11:33:00",2408.22333333333,9582,1687.16881944444,1.00002314814815,827.53056840243,76.7999678316049
63,"CCNRD","104","30",10.0465,"132C","104CCNRD30","2.04",2025-12-17 11:32:00,2025-12-17 11:34:00,2662,"11:35",11042025,26,26,"","11:35:00",2748.00666666667,9737,2026.95215277778,1.00002314814815,994.189110053048,92.2274227199943
64,"blank","blank","blank",NA,"blank","blank","blank",2025-12-17 11:34:00,2025-12-17 11:36:00,690,"11:37",11042025,26,26,"","11:37:00",739.433166666667,9884,18.3786527777778,1.00002314814815,9.0144488236058,NA
65,"blank","blank","blank",NA,"blank","blank","blank",2025-12-17 11:36:00,2025-12-17 11:38:00,637,"11:39",11042025,26,26,"","11:39:00",737.366666666667,10044,16.3121527777778,1.00002314814815,8.00086209778737,NA
66,"blank","blank","blank",NA,"blank","blank","blank",2025-12-17 11:38:00,2025-12-17 11:40:00,850,"11:41",11042025,26,26,"","11:40:35",713.6005,10160,-7.45401388888888,1.00002314814815,-3.65608010251338,NA
67,"CCNRD","105","30",9.9799,"133A","105CCNRD30","2.04",2025-12-17 13:10:00,2025-12-17 13:12:00,NA,"13:11",11042025,26,26,"","13:11:09",2411.50666666667,10346,1690.45215277778,1.00002314814815,829.140993315618,77.4297856927436
68,"CCNRD","105","30",9.9928,"133B","105CCNRD30","2.04",2025-12-17 13:12:00,2025-12-17 13:14:00,2662,"13:13",11042025,26,26,"","13:13:04",2535.92833333333,10499,1814.87381944444,1.00002314814815,890.167922779706,83.0215054765952
69,"CCNRD","105","30",10.0375,"133C","105CCNRD30","2.04",2025-12-17 13:14:00,2025-12-17 13:16:00,NA,"13:15",11042025,26,26,"","13:15:12",2623.54833333333,10677,1902.49381944444,1.00002314814815,933.144196148305,86.6421180128729
70,"CCNRD","106","30",10.045,"134A","106CCNRD30","2.04",2025-12-17 13:16:00,2025-12-17 13:18:00,1809,"13:17",11042025,26,26,"","13:17:14",1977.03166666667,10862,1255.97715277778,1.00002314814815,616.037633673732,57.1561756545564
71,"CCNRD","106","30",10.0217,"134B","106CCNRD30","2.04",2025-12-17 13:18:00,2025-12-17 13:20:00,2809,"13:19",11042025,26,26,"","13:20:18",2762.765,11148,2041.71048611111,1.00002314814815,1001.42784741664,93.1288253902884
72,"CCNRD","106","30",10.0323,"134C","106CCNRD30","2.04",2025-12-17 13:20:00,2025-12-17 13:22:00,2700,"13:21",11042025,26,26,"","13:22:02",2719.745,11299,1998.69048611111,1.00002314814815,980.327193680999,91.0702227155051
73,"CCNRD","107","30",9.9975,"135A","107CCNRD30","2.04",2025-12-17 13:22:00,2025-12-17 13:24:00,2754,"13:23",11042025,26,26,"","13:23:16",2809.325,11394,2088.27048611111,1.00002314814815,1024.26481715006,95.4831420385421
74,"CCNRD","107","30",9.9961,"135B","107CCNRD30","2.04",2025-12-17 13:24:00,2025-12-17 13:26:00,3027,"13:25",11042025,26,26,"","13:25:06",2912.79,11532,2191.73548611111,1.00002314814815,1075.0128213053,100.227964664934
75,"CCNRD","107","30",10.0415,"135C","107CCNRD30","2.04",2025-12-17 13:26:00,2025-12-17 13:28:00,2527,"13:27",11042025,26,26,"","13:27:03",2366.46666666667,11704,1645.41215277778,1.00002314814815,807.049560394804,74.9044245724236
76,"CCNRD","108","30",9.9994,"136A","108CCNRD30","2.04",2025-12-17 13:28:00,2025-12-17 13:30:00,2607,"13:29",11042025,26,26,"","13:29:03",2524.20333333333,11887,1803.14881944444,1.00002314814815,884.416989143015,82.4307012266058
77,"CCNRD","108","30",10.0284,"136B","108CCNRD30","2.04",2025-12-17 13:30:00,2025-12-17 13:32:00,2439,"13:31",11042025,26,26,"","13:31:01",2504.46333333333,12044,1783.40881944444,1.00002314814815,874.73482027408,81.2925273561552
78,"CCNRD","108","30",9.9907,"136C","108CCNRD30","2.04",2025-12-17 13:32:00,2025-12-17 13:34:00,2741,"13:33",11042025,26,26,"","13:33:09",2766.34166666667,12213,2045.28715277778,1.00002314814815,1003.18214785507,93.5814426993039
79,"CCNRD","109","30",10.0334,"137A","109CCNRD30","2.04",2025-12-17 13:34:00,2025-12-17 13:36:00,2138,"13:35",11042025,26,26,"","13:35:04",2013.23666666667,12341,1292.18215277778,1.00002314814815,633.795633871291,58.8717540943848
80,"CCNRD","109","30",9.9941,"137B","109CCNRD30","2.04",2025-12-17 13:36:00,2025-12-17 13:38:00,2138,"13:37",11042025,26,26,"","13:37:01",1944.22333333333,12473,1223.16881944444,1.00002314814815,599.945646660477,55.9466484941464
81,"CCNRD","109","30",10.037,"137C","109CCNRD30","2.04",2025-12-17 13:38:00,2025-12-17 13:40:00,2238,"13:39",11042025,26,26,"","13:39:00",2111.11,12621,1390.05548611111,1.00002314814815,681.801010826659,63.3081431907361
82,"CCNRD","110","30",10.0333,"138A","110CCNRD30","2.04",2025-12-17 13:40:00,2025-12-17 13:42:00,2708,"13:41",11042025,26,26,"","13:41:00",2499.96,12776,1778.90548611111,1.00002314814815,872.526003971828,81.0476525367359
83,"CCNRD","110","30",10.0263,"138B","110CCNRD30","2.04",2025-12-17 13:42:00,2025-12-17 13:44:00,3177,"13:43",11042025,26,26,"","13:43:18",2997.79166666667,12978,2276.73715277778,1.00002314814815,1116.70484211622,103.801484250123
84,"CCNRD","110","30",10.0128,"138C","110CCNRD30","2.04",2025-12-17 13:44:00,2025-12-17 13:46:00,3203,"13:45",11042025,26,26,"","13:45:00",3135.52833333333,13133,2414.47381944444,1.00002314814815,1184.26257596176,110.22962328412
85,"CCNRD","111","30",10.0046,"139A","111CCNRD30","2.04",2025-12-17 13:46:00,2025-12-17 13:48:00,2799,"13:47",11042025,26,26,"","13:47:00",2766.665,13283,2045.61048611111,1.00002314814815,1003.34073792266,93.4661977587888
86,"CCNRD","111","30",10.013,"139B","111CCNRD30","2.04",2025-12-17 13:48:00,2025-12-17 13:50:00,3337,"13:49",11042025,26,26,"","13:49:02",3255.67666666667,13437,2534.62215277778,1.00002314814815,1243.19350061498,115.712525960784
87,"CCNRD","111","30",10.0202,"139C","111CCNRD30","2.04",2025-12-17 13:50:00,2025-12-17 13:52:00,3438,"13:51",11042025,26,26,"","13:51:01",3231.02833333333,13589,2509.97381944444,1.00002314814815,1231.10386912202,114.504924723105
88,"CCNRD","112","30",10.0136,"140A","112CCNRD30","2.04",2025-12-17 13:52:00,2025-12-17 13:54:00,NA,"13:53",11042025,26,26,"","13:53:00",2994.27666666667,13742,2273.22215277778,1.00002314814815,1114.98078823708,103.772673215991
89,"CCNRD","112","30",10.0215,"140B","112CCNRD30","2.04",2025-12-17 13:54:00,2025-12-17 13:56:00,2732,"13:55",11042025,26,26,"","13:55:04",2614.66166666667,13909,1893.60715277778,1.00002314814815,928.785421713218,86.3750911355643
90,"CCNRD","112","30",10.0132,"140C","112CCNRD30","2.04",2025-12-17 13:56:00,2025-12-17 13:58:00,3035,"13:57",11042025,26,26,"","13:57:03",2828.13833333333,14057,2107.08381944444,1.00002314814815,1033.49247015517,96.1922947766576
91,"CCNRD","201","30",10.0128,"141A","201CCNRD30","2.04",2025-12-17 13:58:00,2025-12-17 14:00:00,2998,"13:59",11042025,26,26,"","13:59:04",2925.13666666667,14209,2204.08215277778,1.00002314814815,1081.06867295855,100.624468748163
92,"CCNRD","201","30",10.0016,"141B","201CCNRD30","2.04",2025-12-17 14:00:00,2025-12-17 14:02:00,3191,"14:01",11042025,26,26,"","14:01:00",3097.495,14315,2376.44048611111,1.00002314814815,1165.60780615519,108.614754540231
93,"CCNRD","201","30",10.0298,"141C","201CCNRD30","2.04",2025-12-17 14:02:00,2025-12-17 14:04:00,2774,"14:03",11042025,26,26,"somewhere around here my Approx. are off","14:03:00",2543.50833333333,14463,1822.45381944444,1.00002314814815,893.885797147818,83.0607069562465
94,"CCNRD","202","30",10.0153,"142A","202CCNRD30","2.04",2025-12-17 14:04:00,2025-12-17 14:06:00,2537,"14:05",11042025,26,26,"and maybe my pauses too?","14:05:12",2324.77333333333,14640,1603.71881944444,1.00002314814815,786.599616421038,73.197395259137
95,"CCNRD","202","30",10.0047,"142B","202CCNRD30","2.04",2025-12-17 14:06:00,2025-12-17 14:08:00,2503,"14:07",11042025,26,26,"","14:07:04",2355.34833333333,14783,1634.29381944444,1.00002314814815,801.596187503495,74.6719395342228
96,"CCNRD","202","30",10.0073,"142C","202CCNRD30","2.04",2025-12-17 14:08:00,2025-12-17 14:10:00,2503,"14:09",11042025,26,26,"","14:09:17",2428.355,14890,1707.30048611111,1.00002314814815,837.404843796543,77.9873940625781
97,"blank","blank","blank",NA,"blank","blank","blank",2025-12-17 14:10:00,2025-12-17 14:12:00,642,"14:11",11042025,26,26,"","14:11:09",763.684,15012,42.6294861111111,1.00002314814815,20.9091126303812,NA
98,"blank","blank","blank",NA,"blank","blank","blank",2025-12-17 14:12:00,2025-12-17 14:14:00,845,"14:13",11042025,26,26,"","14:13:01",758.1805,15151,37.1259861111112,1.00002314814815,18.209729835539,NA
99,"blank","blank","blank",NA,"blank","blank","blank",2025-12-17 14:14:00,2025-12-17 14:16:00,845,"14:15",11042025,26,26,"","14:15:00",762.126833333333,15320,41.0723194444445,1.00002314814815,20.1453461347509,NA
100,"CCNRD","203","30",10.0199,"143A","203CCNRD30","2.04",2025-12-17 14:16:00,2025-12-17 14:18:00,3045,"14:17",11042025,26,26,"","14:17:02",2864.06666666667,15496,2143.01215277778,1.00002314814815,1051.11476957324,97.7670724198124
101,"CCNRD","203","30",10.0328,"143B","203CCNRD30","2.04",2025-12-17 14:18:00,2025-12-17 14:20:00,2977,"14:19",11042025,26,26,"pause off?","14:19:15",2753.96166666667,15525,2032.90715277778,1.00002314814815,997.109946710318,92.6246869376556
102,"CCNRD","203","30",10.0362,"143C","203CCNRD30","2.04",2025-12-17 14:20:00,2025-12-17 14:22:00,2605,"14:21",11042025,26,26,"","14:21:00",2522.47666666667,15645,1801.42215277778,1.00002314814815,883.570085483085,82.0498054946101
103,"CCNRD","204","30",10.0082,"144A","204CCNRD30","2.04",2025-12-17 14:22:00,2025-12-17 14:24:00,2672,"14:23",11042025,26,26,"","14:23:03",2400.08166666667,15818,1679.02715277778,1.00002314814815,823.537205102468,76.6890058665993
104,"CCNRD","204","30",10.0202,"144B","204CCNRD30","2.04",2025-12-17 14:24:00,2025-12-17 14:26:00,2605,"14:25",11042025,26,26,"","14:25:00",2424.64333333333,15977,1703.58881944444,1.00002314814815,835.584327917522,77.7176670204413
105,"CCNRD","204","30",10.0055,"144C","204CCNRD30","2.04",2025-12-17 14:26:00,2025-12-17 14:28:00,2233,"14:27",11042025,26,26,"","14:27:00",2175.18,16128,1454.12548611111,1.00002314814815,713.226368447364,66.4346198141638
106,"CCNRD","205","30",10.0226,"145A","205CCNRD30","2.04",2025-12-17 14:28:00,2025-12-17 14:30:00,2943,"14:29",11042025,26,26,"","14:29:01",2844.78666666667,16264,2123.73215277778,1.00002314814815,1041.65822368707,96.8613924715007
107,"CCNRD","205","30",10.0075,"145b","205CCNRD30","2.04",2025-12-17 14:30:00,2025-12-17 14:32:00,3011,"14:31",11042025,26,26,"","14:31:03",2910.615,16389,2189.56048611111,1.00002314814815,1073.94601698463,100.014441066707
108,"CCNRD","205","30",10.003,"145c","205CCNRD30","2.04",2025-12-17 14:32:00,2025-12-17 14:34:00,3011,"14:33",11042025,26,26,"","14:33:08",2816.22666666667,16520,2095.17215277778,1.00002314814815,1027.64997936606,95.7460372573812
109,"CCNRD","206","30",10.0361,"146a","206CCNRD30","2.04",2025-12-17 14:34:00,2025-12-17 14:36:00,2907,"14:35",11042025,26,26,"","14:35:01",2643.15833333333,16663,1922.10381944444,1.00002314814815,942.762602000373,87.5473945362185
110,"CCNRD","206","30",10.0281,"146b","206CCNRD30","2.04",2025-12-17 14:36:00,2025-12-17 14:38:00,2774,"14:37",11042025,26,26,"","14:37:03",2278.71833333333,16831,1557.66381944444,1.00002314814815,764.010341483913,71.0045926774608
