pause,study,plot,depth.cm,soilmass,cup_label,sample.id,mL_water,start,end,ppm.approx,readtime,readdate,temp1_C,temp2_C,NOTES
72,CCNRD,206,90,10.0106,12c,206CCNRD90,2,11:22,11:24,1763,11:23,20251211,26,26,
73,CCNRD,207,90,10.0241,15a,207CCNRD90,2,11:24,11:26,2125,11:25,20251211,26,26,
74,CCNRD,207,90,10.0075,15b,207CCNRD90,2,11:26,11:28,1912,11:27,20251211,26,26,
75,CCNRD,207,90,10.0185,15c,207CCNRD90,2,11:28,11:30,1699,11:29,20251211,26,26,
76,CCNRD,208,90,10.0101,16a,208CCNRD90,2,11:30,11:32,1784,11:31,20251211,26,26,
77,CCNRD,208,90,10.0006,16b,208CCNRD90,2,11:32,11:34,1678,11:33,20251211,26,26,
78,CCNRD,208,90,10.0178,16c,208CCNRD90,2,11:34,11:36,2019,11:35,20251211,26,26,
79,CCNRD,209,90,10.0127,19a,209CCNRD90,2,11:36,11:38,1699,11:37,20251211,26,26,
80,CCNRD,209,90,10.0171,19b,209CCNRD90,2,11:38,11:40,1827,11:39,20251211,26,26,
81,CCNRD,209,90,10.0015,19c,209CCNRD90,2,11:40,11:42,1806,11:41,20251211,26,26,
82,CCNRD,210,90,10.0168,20a,210CCNRD90,2,11:42,11:44,,11:43,20251211,26,26,
83,CCNRD,210,90,10.0267,20b,210CCNRD90,2,11:44,11:46,1678,11:45,20251211,26,26,
84,CCNRD,210,90,10.0055,20c,210CCNRD90,2,11:46,11:48,2125,11:47,20251211,26,26,
85,CCNRD,211,90,10.0323,24a,211CCNRD90,2,11:48,11:50,1678,11:49,20251211,26,26,
86,CCNRD,211,90,10.0204,24b,211CCNRD90,2,11:50,11:52,1571,11:51,20251211,26,26,
87,CCNRD,211,90,10.0173,24c,211CCNRD90,2,11:52,11:54,1529,11:53,20251211,26,26,
88,CCNRD,212,90,10.0119,28a,212CCNRD90,2,11:54,11:56,1440,11:55,20251211,26,26,
89,CCNRD,212,90,10.0235,28b,212CCNRD90,2,11:56,11:58,1806,11:57,20251211,26,26,
90,CCNRD,212,90,10.0067,28c,212CCNRD90,2,11:58,12:00,1635,11:59,20251211,26,26,
91,CCNRD,301,90,10.0229,31a,301CCNRD90,2,12:00,12:02,1358,12:01,20251211,26,26,
92,CCNRD,301,90,10.0185,31b,301CCNRD90,2,12:02,12:04,1231,12:03,20251211,26,26,
93,CCNRD,301,90,10.0237,31c,301CCNRD90,2,12:04,12:06,1380,12:05,20251211,26,26,
94,CCNRD,302,90,10.0079,240a,302CCNRD90,2,12:06,12:08,1955,12:07,20251211,26,26,fell behind on pause
95,CCNRD,302,90,10.0088,240b,302CCNRD90,2,12:08,12:10,1650,12:09,20251211,26,26,
96,CCNRD,302,90,10.0068,240c,302CCNRD90,2,12:10,12:12,1848,12:11,20251211,26,26,
97,blank,blank,blank,,blank,blank,blank,12:12,12:14,741,12:13,20251211,26,26,
98,blank,blank,blank,,blank,blank,blank,12:14,12:16,677,12:15,20251211,26,26,
99,blank,blank,blank,,blank,blank,blank,12:16,12:18,,12:17,20251211,26,26,
