pause,study,plot,depth.cm,soilmass,cup_label,sample.id,mL_water,start,end,ppm.approx,readtime,readdate,temp1_C,temp2_C,NOTES
62,blank,blank,blank,,blank,blank,blank,14:34,14:36,721,14:35,20251222,26,,
63,blank,blank,blank,,blank,blank,blank,14:36,14:38,657.5,14:37,20251222,26,,
65,CCNRD,101,60,10.0018,143a,101CCNRD60,2,14:38,14:40,2055.5,14:39,20251222,26,,
66,CCNRD,101,60,10.0035,143b,101CCNRD60,2,14:40,14:42,2055.5,14:41,20251222,26,,
67,CCNRD,101,60,10.0371,143c,101CCNRD60,2,14:42,14:44,2437.5,14:43,20251222,26,,
68,CCNRD,208,60,10.0114,144a,208CCNRD60,2,14:44,14:46,1865,14:45,20251222,26,,
69,CCNRD,208,60,10.0073,144b,208CCNRD60,2,14:46,14:48,2564.5,14:47,20251222,26,,
70,CCNRD,208,60,10.0046,144c,208CCNRD60,2,14:48,14:50,2585.5,14:49,20251222,26,,
71,CCNRD,403,60,10.0178,145a,403CCNRD60,2,14:50,14:52,2329,14:51,20251222,26,,
72,CCNRD,403,60,10.0229,145b,403CCNRD60,2,14:52,14:54,2072,14:53,20251222,26,,
73,CCNRD,403,60,10.0128,145c,403CCNRD60,2,14:54,14:56,2200,14:55,20251222,26,,
74,CCNRD,111,60,10.0136,146a,111CCNRD60,2,14:56,14:58,2319.5,14:57,20251222,26,,
75,CCNRD,111,60,10.0292,146b,111CCNRD60,2,14:58,15:00,2319.5,14:59,20251222,26,,
76,CCNRD,111,60,10.0091,146c,111CCNRD60,2,15:00,15:02,2190,15:01,20251222,26,,
77,CCNRD,112,90,10.0191,147a,112CCNRD90,2,15:02,15:04,1741.5,15:03,20251222,26,,
78,CCNRD,112,90,10.0045,147b,112CCNRD90,2,15:04,15:06,1677.5,15:05,20251222,26,,
79,CCNRD,112,90,10,147c,112CCNRD90,2,15:06,15:08,1677.5,15:07,20251222,26,,
80,blank,blank,blank,,blank,blank,blank,15:08,15:10,778,15:09,20251222,26,,
81,blank,blank,blank,,blank,blank,blank,15:10,15:12,644.5,15:11,20251222,26,,
82,blank,blank,blank,,blank,blank,blank,15:12,15:14,644.5,15:13,20251222,26,,
